Node_ID,Latitude,Longitude,geometry
0,59.64202383114241,70.80610212801452,POINT (59.64202383114241 70.80610212801452)
1,67.31170931994006,73.89451390389642,POINT (67.31170931994006 73.89451390389642)
2,60.89478444946504,53.60640463593598,POINT (60.89478444946504 53.60640463593598)
3,26.522342331587158,70.196564091166,POINT (26.522342331587158 70.196564091166)
4,22.215490999229537,78.88625367965416,POINT (22.215490999229537 78.88625367965416)
5,36.03502756454486,31.398030962803634,POINT (36.03502756454486 31.398030962803634)
6,24.339204237208012,2.4278415382523733,POINT (24.339204237208012 2.4278415382523733)
7,59.45253201706765,39.440712907156026,POINT (59.45253201706765 39.440712907156026)
8,58.62284373916237,55.69687029213172,POINT (58.62284373916237 55.69687029213172)
9,59.887171570462584,89.48270123734056,POINT (59.887171570462584 89.48270123734056)
10,40.16760086738923,43.999979942000124,POINT (40.16760086738923 43.999979942000124)
11,65.44015377153796,64.41164774873603,POINT (65.44015377153796 64.41164774873603)
12,47.804508620964725,0.5726787691803903,POINT (47.804508620964725 0.5726787691803903)
13,87.94417965612298,21.724385610779308,POINT (87.94417965612298 21.724385610779308)
14,90.21922572169069,62.41703774223001,POINT (90.21922572169069 62.41703774223001)
15,95.32302567012853,43.232263097583626,POINT (95.32302567012853 43.232263097583626)
16,41.52237403733394,72.86271962714605,POINT (41.52237403733394 72.86271962714605)
17,39.502404110963575,35.13239067385583,POINT (39.502404110963575 35.13239067385583)
18,48.44184781162827,26.315070136709785,POINT (48.44184781162827 26.315070136709785)
19,44.29564944276482,4.677373707716881,POINT (44.29564944276482 4.677373707716881)
20,76.13386772967962,87.09361435705775,POINT (76.13386772967962 87.09361435705775)
21,28.2819604981983,86.58288086649004,POINT (28.2819604981983 86.58288086649004)
22,97.62045091912279,21.799184851392894,POINT (97.62045091912279 21.799184851392894)
23,13.94181343616243,5.218227476257664,POINT (13.94181343616243 5.218227476257664)
24,41.647446832321435,21.324203068075455,POINT (41.647446832321435 21.324203068075455)
25,64.19077736891018,73.7977164833799,POINT (64.19077736891018 73.7977164833799)
26,2.0542155799563533,8.587443749928559,POINT (2.0542155799563533 8.587443749928559)
27,12.675901915364607,51.22030538985853,POINT (12.675901915364607 51.22030538985853)
28,98.27377429364496,99.87640080124184,POINT (98.27377429364496 99.87640080124184)
29,84.88052569817947,47.714951541120165,POINT (84.88052569817947 47.714951541120165)
30,79.35298748528466,29.98566225798657,POINT (79.35298748528466 29.98566225798657)
31,17.493852049787606,67.65320078621826,POINT (17.493852049787606 67.65320078621826)
32,46.58635150265481,30.241586156608,POINT (46.58635150265481 30.241586156608)
33,57.65391738968598,72.49790431496818,POINT (57.65391738968598 72.49790431496818)
34,72.61257217510038,37.507176399946744,POINT (72.61257217510038 37.507176399946744)
35,24.570494684156195,27.122095453560313,POINT (24.570494684156195 27.122095453560313)
36,70.81776246712455,4.073471744270874,POINT (70.81776246712455 4.073471744270874)
37,50.149546482196286,83.07722494480647,POINT (50.149546482196286 83.07722494480647)
38,6.953983703420519,85.37693620024336,POINT (6.953983703420519 85.37693620024336)
39,54.47245557455129,92.1288494532286,POINT (54.47245557455129 92.1288494532286)
40,60.930510204793045,9.702922408673532,POINT (60.930510204793045 9.702922408673532)
41,9.465238173069224,2.3103045436463243,POINT (9.465238173069224 2.3103045436463243)
42,71.49641673321021,95.01192655525159,POINT (71.49641673321021 95.01192655525159)
43,14.939886637179267,54.962983921968615,POINT (14.939886637179267 54.962983921968615)
44,69.22714754836181,43.61252655879676,POINT (69.22714754836181 43.61252655879676)
45,60.701253974290104,69.42014623788506,POINT (60.701253974290104 69.42014623788506)
46,41.487391216741464,18.045064229667783,POINT (41.487391216741464 18.045064229667783)
47,55.59732129637208,42.479622752433386,POINT (55.59732129637208 42.479622752433386)
48,46.89690050191495,19.650717006278207,POINT (46.89690050191495 19.650717006278207)
49,89.05403822645177,57.63556770865842,POINT (89.05403822645177 57.63556770865842)
