Start_Node,End_Node,Pipe_Length (m),Pipe_Diameter (cm),geometry
38,13,224.75763248594936,28.649365412906167,"LINESTRING (22.813788067473194 58.06017446075922, 13.257482908079226 58.02347819367708)"
28,2,236.6364266283043,11.637032586826429,"LINESTRING (48.57264180734085 74.94114470187503, 44.72818660276184 81.26885940613627)"
14,0,298.30140398965847,43.238738851053974,"LINESTRING (78.07842592638939 52.6522467009694, 83.91478271578204 54.45136464372212)"
42,4,340.30254736503434,16.248020886399622,"LINESTRING (48.80275802110851 62.61607335995225, 54.4961232999947 65.4033004994371)"
7,25,304.0350526912903,48.62186101174008,"LINESTRING (68.30268005116172 77.09453176029879, 70.64795429310756 86.70378626214635)"
20,13,354.56182106180165,16.61104920834172,"LINESTRING (56.48527097251311 69.09932964866847, 57.581583143357626 60.91937146969508)"
38,38,279.8789864615441,45.19885910692966,"LINESTRING (63.5838219590137 66.42338920697335, 62.60203090733579 74.63281477503881)"
18,26,317.6001259807286,29.635172493920305,"LINESTRING (37.877567092517026 65.70806828045033, 41.83040452238629 71.63750379392788)"
22,8,407.90326023734383,9.585786332015353,"LINESTRING (47.56080847677035 75.26274245056129, 52.939163303078296 66.5874620075986)"
10,14,174.1798398484532,17.584895868783185,"LINESTRING (22.751675984277977 68.62417053266273, 19.699944148786262 62.80678635423301)"
10,14,309.31919379136,45.72802047890994,"LINESTRING (54.7789960683043 60.246896313696354, 55.5242644025857 59.4492794933678)"
23,25,308.97969924044224,35.30160991247112,"LINESTRING (55.08596635694922 62.00901466730844, 59.03931783088785 55.61036011429441)"
35,41,402.8198727036515,29.03760888928834,"LINESTRING (61.790087973624736 62.349836430725844, 69.27644007071308 62.65455752801006)"
39,12,270.6922577778894,3.642999533177452,"LINESTRING (78.38662095620626 68.0580618662288, 72.86360227433266 74.49387460311777)"
23,31,372.00227183724667,46.47743230949044,"LINESTRING (40.7049576693432 60.428576434480505, 31.341051299046505 61.40288261862868)"
2,38,423.78047450622705,52.18885519194393,"LINESTRING (52.06541022395138 60.67974452815958, 59.9497554818699 53.25471249415246)"
21,48,83.78640382741679,50.02230352753756,"LINESTRING (39.80597079860932 59.64748294040087, 31.651782523184245 59.27039082152673)"
1,31,431.3742311172802,22.665127880388408,"LINESTRING (61.26708302576498 65.34971040641784, 54.40663668008886 62.8954297112593)"
23,3,183.3288314407395,34.51948086013324,"LINESTRING (20.155701463018794 76.04903321106761, 11.846041616632432 77.99459485617622)"
43,29,170.82776307187038,35.81819378373253,"LINESTRING (79.1754197520089 66.09771937961997, 87.65625493415757 60.82005004196806)"
29,36,0.0,11.830313753622303,"LINESTRING (65.59732453625514 65.93797261920602, 70.00764576408444 57.18479986943085)"
37,22,204.31055064175513,32.11656426259544,"LINESTRING (28.864345514373603 53.99350785762435, 32.60765562244023 60.88232131029693)"
1,38,296.24118356828046,42.69412916838027,"LINESTRING (64.97697392051523 50.91416458200783, 72.32127354200969 47.99709799787034)"
20,44,252.65888477877343,39.05289997477741,"LINESTRING (43.82982995024495 53.14607499597443, 48.57793407212133 46.791752565493596)"
32,14,243.53819849612933,16.77481635590288,"LINESTRING (53.83790552113018 75.22129957633794, 45.621992095371304 75.92801085664841)"
11,42,168.69083779921618,19.72697267546064,"LINESTRING (33.992984692988074 60.28780592834781, 33.4723835215992 57.3898919939339)"
21,28,396.6663093159884,39.36309186569477,"LINESTRING (58.92937041749456 64.38746305262751, 60.61336011177794 69.12391256052577)"
43,35,407.1666428553367,37.489504370593295,"LINESTRING (53.46453595702624 67.59606303982278, 54.75370680747907 65.17151555884857)"
24,12,344.94892892145765,3.1988063468880554,"LINESTRING (40.24681003231508 76.98942191435037, 42.397914478186536 71.87648502364347)"
48,31,79.55732346691704,0.7943753035397272,"LINESTRING (49.89486187093641 59.91045443842742, 58.5686983461339 50.061141701108916)"
26,6,558.5875763037566,29.06373507362187,"LINESTRING (33.51996786275169 60.96070459022173, 33.276163878926454 67.97705494694466)"
41,21,313.725352875852,22.969103106486067,"LINESTRING (25.27325747240863 74.1759466022343, 16.38632725954814 81.02222730819794)"
27,27,358.9391897126644,26.429654687109256,"LINESTRING (23.09812867247077 50.547274442850835, 27.037357919799202 60.49238513821872)"
15,1,124.26423150244267,25.087614728198968,"LINESTRING (73.79661577844125 67.2799525341698, 82.14452804015188 57.3859526621219)"
14,41,295.48271475060903,41.66056638018525,"LINESTRING (78.50402977670855 64.72246337776353, 82.96195170914406 71.13969284083058)"
46,44,344.4002804240545,31.2028884967907,"LINESTRING (63.10743625019322 66.05110196134731, 62.63982593272146 72.82275313539981)"
43,5,280.5753102221738,33.151618032501666,"LINESTRING (32.30465360896755 79.03982199512703, 36.523703185702516 73.02996054189342)"
2,27,397.2342953392935,14.029326051718062,"LINESTRING (64.17483102190928 65.8952006954335, 68.31943293479817 71.25079072429028)"
36,27,446.5417475067502,0.0,"LINESTRING (25.237410775380525 65.18311869078042, 33.87769762051921 61.595962533970706)"
6,43,142.0869885839092,43.31770504174578,"LINESTRING (55.632985853473926 61.076914445296886, 54.71834529785592 62.04897680405995)"
20,43,394.6961317735176,55.42883608338606,"LINESTRING (52.93531879333864 56.051913869907075, 56.6267497509353 47.80927609476021)"
8,19,342.2107073276187,25.903624754532494,"LINESTRING (28.329486406521223 50.08132698242989, 20.663407689354848 49.544651003467735)"
38,29,296.25971776502746,32.93400332413387,"LINESTRING (56.36611286335032 73.82868349899387, 48.50009786561904 80.84323269932295)"
17,10,115.91361071861616,33.82724198026101,"LINESTRING (64.7584715329231 62.255548788077505, 73.41723287492219 72.07413831722532)"
3,27,467.21249002964646,49.87117581356561,"LINESTRING (32.30010860319423 61.37685754891401, 40.829097074988454 65.80878856393956)"
24,24,342.49103260809443,40.5317303279523,"LINESTRING (22.88567863784526 73.44543445254244, 29.444496381395098 78.45547294784872)"
13,38,91.45018585766002,35.864791886983916,"LINESTRING (67.97222785517093 74.75398030078392, 61.70032759093381 69.46781522208391)"
49,32,268.8023331452506,30.632813152577356,"LINESTRING (58.02551382321064 77.23598391387549, 54.349445469140534 79.00211742977662)"
8,0,334.481898401543,30.688171744250557,"LINESTRING (60.97892380502795 63.55845803897118, 65.25457290213447 71.55180694481464)"
25,26,355.1351705391592,12.875434014314301,"LINESTRING (57.44609265091026 66.193431857439, 56.220986158677036 67.74315727556152)"
1,12,282.1061533491274,25.41784777861006,"LINESTRING (41.321747109103754 61.744463306045056, 41.958896702867236 53.076845553861396)"
19,40,336.1363787902946,40.498683009997826,"LINESTRING (33.74152345548778 66.28547931840227, 32.37208631821663 62.94179503665195)"
27,2,540.8008543945773,27.196922953450567,"LINESTRING (63.832948208558086 70.81152822210015, 57.16756340842575 78.38411052956891)"
46,38,474.8919452645143,30.49952773650969,"LINESTRING (49.72541758423794 72.24382733417136, 51.18843456938571 82.19767965264822)"
6,5,187.45860710717287,16.003205393136582,"LINESTRING (65.14418720232936 71.20941383730377, 70.71562598334438 64.07197354827316)"
43,7,228.06476512055957,35.26429326318433,"LINESTRING (32.27267559016779 71.42192246670842, 32.15230533278505 76.51462830391075)"
7,26,283.9947870495575,12.610622720412849,"LINESTRING (26.1749618446487 66.09444054453785, 23.751393155787014 65.2344449301714)"
46,8,95.3863716734507,33.41585609042972,"LINESTRING (56.23747232435075 65.06865042387591, 57.03468506660748 64.79580006378806)"
34,36,142.33114785665435,27.74897164458584,"LINESTRING (44.53731062512959 73.15645941794736, 34.78137207149048 75.1253134420519)"
13,32,110.05421994582903,9.266745085670113,"LINESTRING (53.93050083937843 71.48537224198856, 55.91108813492496 78.02134879817012)"
16,41,164.63477670868244,42.67555772000431,"LINESTRING (77.54448767384167 60.275727715356304, 72.09150733444142 58.74766496376596)"
35,43,456.82021682423283,28.026428205104757,"LINESTRING (37.27577698854357 68.44850789457963, 45.51282516540286 61.23083177744087)"
49,23,198.3152520281835,52.07428593675846,"LINESTRING (26.04767618095319 57.68046595560987, 30.569587902201206 59.5397240607863)"
39,14,178.52917489693493,47.530804481536094,"LINESTRING (26.132759853511978 77.5625156678224, 31.93445259599371 68.02296776357514)"
3,31,398.4636673601254,19.526803204760352,"LINESTRING (59.08203265929477 73.13740005559214, 56.570740053703204 64.51583084293651)"
1,31,245.06083267361353,20.569035223346937,"LINESTRING (24.639263929327235 53.12740898155428, 31.448056568935694 61.341132946668544)"
5,23,345.0089186050022,16.052504745515215,"LINESTRING (27.368646910744026 57.077181037852434, 20.679057118089823 50.80359862773485)"
41,40,212.94699417037225,11.129406121087335,"LINESTRING (70.24944734014952 59.96439237964817, 66.47833262106234 54.51230479719042)"
3,48,89.30405260821473,24.958308480553008,"LINESTRING (56.47366362765552 61.379170951566465, 61.35865666452129 55.490767119079216)"
28,48,350.6604512294354,47.12096979975988,"LINESTRING (67.26739332286954 68.11164595190417, 59.55273932398329 66.40173763597672)"
17,11,118.14508910177557,7.228290041670274,"LINESTRING (71.81108843677742 77.68880695395455, 71.12509088315369 77.30554651573603)"
25,38,238.01463175893497,40.09178691893235,"LINESTRING (75.10728349635806 67.61204672409701, 65.76421690122683 75.86703598167959)"
43,1,212.3974876128417,39.09876190209984,"LINESTRING (34.89358656542912 67.32895862274641, 28.203852913988595 58.00654182767831)"
33,2,319.2956106771356,36.56115715865521,"LINESTRING (38.688390267965445 73.41487122638263, 34.24013372055381 67.81681550800457)"
9,48,232.78064316556328,38.68107395114606,"LINESTRING (32.76084706047358 65.45521047220439, 42.27167337412871 64.63499023254465)"
35,36,282.09117926115067,16.857270785682474,"LINESTRING (53.43832213340287 75.81896053672202, 54.13971651207604 69.50821796509913)"
13,48,117.09451513847605,39.01837905472533,"LINESTRING (37.97575470598862 59.29810778805833, 35.92211701514058 57.83388589479332)"
30,16,527.1505952859759,23.448893987474296,"LINESTRING (67.98692132445616 60.48160997147999, 67.35155789328375 62.98112971250104)"
47,48,158.5992992399962,0.7634910330932456,"LINESTRING (42.66355684641016 75.09694439876999, 44.412628931091646 70.97783798318942)"
14,1,435.14546575716133,30.654677287946782,"LINESTRING (62.843551987389695 65.82943190434358, 63.532669812534635 65.4511908720953)"
7,1,314.05458864468807,19.946795622822357,"LINESTRING (49.82071692927494 72.96068843198722, 41.880346515901245 69.64794465819686)"
13,27,313.0266748938668,46.112200304674616,"LINESTRING (24.530201828233352 72.59738662242353, 19.97623892263934 80.5459948188012)"
22,22,337.6136770224205,26.571647644886,"LINESTRING (51.59470799955763 74.02249314458363, 61.17333671187685 80.81827033371505)"
39,36,80.27306453687098,30.514461205856655,"LINESTRING (72.01962560069141 62.23953486094534, 73.05407750587821 57.31730614181143)"
20,31,408.0853686369953,34.595261098589,"LINESTRING (31.766785981607168 65.16523637318102, 33.667765575615576 61.950661291104836)"
15,32,237.9626683230994,26.796678780782,"LINESTRING (54.16661106581002 76.62381447540508, 55.30104276147734 81.04007640161521)"
