Node_ID,Latitude,Longitude,geometry
0,42.472407130841745,79.08753883293676,POINT (42.47240713084175 79.08753883293676)
1,77.04285838459498,73.25398470083343,POINT (77.04285838459498 73.25398470083343)
2,63.919636508684306,78.18496824692568,POINT (63.91963650868431 78.18496824692568)
3,55.919509051822196,76.84482051282947,POINT (55.91950905182220 76.84482051282947)
4,29.36111842654619,67.93699936433255,POINT (29.36111842654619 67.93699936433255)
5,29.35967122017216,77.6562270506935,POINT (29.35967122017216 77.65622705069350)
6,23.485016730091967,52.65477506155759,POINT (23.48501673009197 52.65477506155759)
7,71.97056874649611,55.87948587257436,POINT (71.97056874649611 55.87948587257436)
8,56.06690070459253,51.35681866731614,POINT (56.06690070459253 51.35681866731614)
9,62.48435466776273,59.75990992289793,POINT (62.48435466776273 59.75990992289793)
10,21.23506965774815,61.66031869068446,POINT (21.23506965774815 61.66031869068446)
11,78.19459112971967,58.14047095321688,POINT (78.19459112971967 58.14047095321688)
12,69.94655844802531,74.86212527455788,POINT (69.94655844802531 74.86212527455788)
13,32.74034664069657,60.702599800807675,POINT (32.74034664069657 60.70259980080768)
14,30.909498032426036,58.42803529062142,POINT (30.90949803242604 58.42803529062142)
15,31.00427059120603,66.28088249474746,POINT (31.00427059120603 66.28088249474746)
16,38.254534577572265,54.227726749242876,POINT (38.25453457757227 54.22772674924288)
17,51.48538589793427,74.06590942262119,POINT (51.48538589793427 74.06590942262119)
18,45.916701118526944,52.23651931039313,POINT (45.91670111852694 52.23651931039313)
19,37.47374841188251,79.60660809801553,POINT (37.47374841188251 79.60660809801553)
20,56.71117368334277,73.16734307889972,POINT (56.71117368334277 73.16734307889972)
21,28.36963163912251,55.961470446025174,POINT (28.36963163912251 55.96147044602517)
22,37.528678912113094,50.16566351370807,POINT (37.52867891211309 50.16566351370807)
23,41.9817105976215,74.46384285364502,POINT (41.98171059762150 74.46384285364502)
24,47.364199053022155,71.20572031542852,POINT (47.36419905302215 71.20572031542852)
25,67.11055768358082,71.87021504122961,POINT (67.11055768358082 71.87021504122961)
26,31.980426929501583,73.13811040057837,POINT (31.98042692950158 73.13811040057837)
27,50.8540663048167,52.22133955202271,POINT (50.85406630481670 52.22133955202271)
28,55.54487413172255,60.75397185632818,POINT (55.54487413172255 60.75397185632818)
29,22.787024763199863,53.47607178575389,POINT (22.78702476319986 53.47607178575389)
30,56.4526911140863,75.89310277626781,POINT (56.45269111408630 75.89310277626781)
31,30.23144742123749,68.69894380482674,POINT (30.23144742123749 68.69894380482674)
32,23.903095579116773,59.92694074557947,POINT (23.90309557911677 59.92694074557947)
33,76.93313223519999,51.90675050858071,POINT (76.93313223519999 51.90675050858071)
34,77.93792198447356,59.329469651469864,POINT (77.93792198447356 59.32946965146986)
35,68.50384088698766,59.755499660802414,POINT (68.50384088698766 59.75549966080241)
36,38.27682615040224,71.88818535014192,POINT (38.27682615040224 71.88818535014192)
37,25.86032684038303,69.12672414065639,POINT (25.86032684038303 69.12672414065639)
38,61.053981590729414,76.6163822772898,POINT (61.05398159072941 76.61638227728980)
39,46.40914962437608,64.16644775485848,POINT (46.40914962437608 64.16644775485848)
40,27.32229409068673,53.58782737814905,POINT (27.32229409068673 53.58782737814905)
41,49.71061460667621,71.39734361668985,POINT (49.71061460667621 71.39734361668985)
42,22.063311266913104,72.82355145850693,POINT (22.06331126691310 72.82355145850693)
43,74.55922412472692,66.83831592708489,POINT (74.55922412472692 66.83831592708489)
44,35.52679889600101,73.12901539863682,POINT (35.52679889600101 73.12901539863682)
45,59.75133706123892,64.81386789093172,POINT (59.75133706123892 64.81386789093172)
46,38.70266456536466,65.68198488145983,POINT (38.70266456536466 65.68198488145983)
47,51.20408127066865,62.82623055075649,POINT (51.20408127066865 62.82623055075649)
48,52.80261676059678,50.762573802322855,POINT (52.80261676059678 50.76257380232285)
49,31.091267331531622,53.23674280979913,POINT (31.09126733153162 53.23674280979913)
